name,first_name,last_name,birth_city,birth_state,birth_country,birth_date,college,draft_team,draft_round,draft_pick,draft_year,position,height,weight,death_date,death_city,death_state,death_country,year_start,year_end
Chris Kemoeatu,Chris,Kemoeatu,Kahuka,HI,USA,1/4/1983,Utah,Pittsburgh Steelers,6th,204th,2005,G,3-Jun,344,,,,,2006,2011
Ma'ake Kemoeatu,Ma'ake,Kemoeatu,,,,1/10/1979,Utah,,,,,DT,5-Jun,335,,,,,2006,2011
Bobby Kemp,Bobby,Kemp,Oakland,CA,USA,5/29/1959,Cal State-Fullerton,Cincinnati Bengals,8th,202nd,1981,DB,Jun-00,189,,,,,2006,2011
Jack Kemp,Jack,Kemp,Los Angeles,CA,USA,7/13/1935,Occidental,Detroit Lions,17th,203rd,1957,QB,1-Jun,201,5/2/2009,Bethesda,MD,,2006,2011
Jeff Kemp,Jeff,Kemp,Santa Ana,CA,USA,7/11/1959,Dartmouth,,,,,QB,Jun-00,201,,,,,2006,2011
Perry Kemp,Perry,Kemp,Canonsburg,PA,USA,12/31/1961,California (PA),,,,,WR,11-May,170,,,,,2006,2011
Ray Kemp,Ray,Kemp,Cecil,PA,USA,4/7/1907,Duquesne,,,,,T,1-Jun,215,3/26/2002,Ashtabula,OH,,2006,2011
Florian Kempf,Florian,Kempf,Philadelphia,PA,USA,5/25/1956,Pennsylvania,,,,,K,9-May,170,,,,,2006,2011
Charlie Kempinska,Charlie,Kempinska,Natchez,MS,USA,10/30/1938,Mississippi,,,,,G,Jun-00,235,,,,,2006,2011
Herb Kempton,Herb,Kempton,Malden,MA,USA,1892-12-08,Yale,,,,,BB-QB,8-May,155,9/23/1970,Ocala,FL,,2006,2011
Charlie Kendall,Charlie,Kendall,,,,1/4/1935,UCLA,,,,,DB,2-Jun,165,,,,,1960,1960
Pete Kendall,Pete,Kendall,Quincy,MA,USA,7/9/1973,Boston Col.,Seattle Seahawks,1st,21st,1996,G-C,5-Jun,279,,,,,1960,1960
Jim Kendrick,Jim,Kendrick,Hillside,TX,USA,1893-08-22,Texas A&M,,,,,B-E,Jun-00,195,11/17/1941,Waco,TX,,1960,1960
Vince Kendrick,Vince,Kendrick,Miami,FL,USA,3/18/1952,Florida,Atlanta Falcons,4th,96th,1974,RB,Jun-00,231,,,,,1960,1960
Lance Kendricks,Lance,Kendricks,,,,1/30/1988,Wisconsin,St. Louis Rams,2nd,47th,2011,TE,3-Jun,243,,,,,1960,1960
Mychal Kendricks,Mychal,Kendricks,,,,9/28/1990,California,Philadelphia Eagles,2nd,46th,2012,ILB,11-May,239,,,,,1960,1960
Matt Keneley,Matt,Keneley,Santa Ana,CA,USA,12/1/1973,USC,New York Giants,7th,208th,1997,DT,5-Jun,295,,,,,1960,1960
John Kenerson,John,Kenerson,Chicago,IL,USA,3/18/1938,Kentucky St.,,,,,DE-DT,3-Jun,255,,,,,1960,1960
Mike Kenn,Mike,Kenn,Evanston,IL,USA,2/9/1956,Michigan,Atlanta Falcons,1st,13th,1978,T,7-Jun,273,,,,,1960,1960
Derek Kennard,Derek,Kennard,Stockton,CA,USA,9/9/1962,Nevada-Reno,St. Louis Cardinals,2nd,45th,1984,G-C,3-Jun,285,,,,,1960,1960
George Kennard,George,Kennard,Kansas City,MO,USA,1/8/1928,Kansas,,,,,G,Jun-00,210,8/11/2006,Phoenix,AZ,,1960,1960
Ken Kennard,Ken,Kennard,Fort Worth,TX,USA,10/4/1954,Angelo State (TX),,,,,NT-DE,2-Jun,248,,,,,1960,1960
George Kenneally,George,Kenneally,South Boston,MA,USA,4/12/1902,St. Bonaventure,,,,,E,Jun-00,190,9/3/1968,Boston,MA,,1960,1960
Allan Kennedy,Allan,Kennedy,Vancouver,,Canada,1/8/1958,Washington St.,Washington Redskins,10th,267th,1981,T,7-Jun,273,,,,,1960,1960
Bill Kennedy,Bill,Kennedy,Lee,MA,USA,3/13/1919,Michigan St.,,,,,G,11-May,200,12/29/1998,Southfield,MI,,1960,1960
Bob Kennedy,Bob,Kennedy,Sandpoint,ID,USA,6/29/1921,Washington St.,Phi/Pit Eagles/Steelers,4th,27th,1943,B,11-May,195,7/29/2010,Boise,ID,,1960,1960
Bob M. Kennedy,Bob,M.,Weehawken,NJ,USA,9/16/1928,North Carolina,Washington Redskins,8th,78th,1949,DB-HB,Jun-00,178,7/5/1991,Richwood,NJ,,1960,1960
Cortez Kennedy,Cortez,Kennedy,Osceola,AR,USA,8/23/1968,Miami (FL),Seattle Seahawks,1st,3rd,1990,DT,3-Jun,305,,,,,1960,1960
Jimmie Kennedy,Jimmie,Kennedy,Laurel,MS,USA,7/30/1952,Hiram,Washington Redskins,9th,233rd,1974,TE,3-Jun,231,,,,,1960,1960
Jimmy Kennedy,Jimmy,Kennedy,Somersworth,NH,USA,2/16/1901,Boston Col.,,,,,FB,9-May,160,8/4/1968,Somersworth,NH,,1960,1960
Jimmy Kennedy,Jimmy,Kennedy,Yonkers,NY,USA,11/15/1979,Penn St.,St. Louis Rams,1st,12th,2003,DT,4-Jun,320,,,,,1960,1960
Kenoy Kennedy,Kenoy,Kennedy,Dallas,TX,USA,11/15/1977,Arkansas,Denver Broncos,2nd,45th,2000,DB,1-Jun,215,,,,,1960,1960
Lincoln Kennedy,Lincoln,Kennedy,York,PA,USA,2/12/1971,Washington,Atlanta Falcons,1st,9th,1993,T-G,6-Jun,335,,,,,1960,1960
Mike Kennedy,Mike,Kennedy,Toledo,OH,USA,2/26/1959,Toledo,,,,,DB,Jun-00,195,,,,,1960,1960
Sam Kennedy,Sam,Kennedy,San Mateo,CA,USA,7/10/1964,San Jose St.,,,,,LB,3-Jun,235,,,,,1960,1960
Tom Kennedy,Tom,Kennedy,Pittsfield,MA,USA,6/4/1920,Wayne State (MI),,,,,T,Jun-00,218,,,,,1960,1960
Tom Kennedy,Tom,Kennedy,Maywood,CA,USA,11/27/1939,Los Angeles St.,,,,,QB,1-Jun,210,3/15/2006,Long Beach,CA,,1960,1960
Bill Kenney,Bill,Kenney,San Francisco,CA,USA,1/20/1955,Arizona St.,Miami Dolphins,12th,333rd,1978,QB,4-Jun,211,,,,,1960,1960
Steve Kenney,Steve,Kenney,Wilmington,NC,USA,12/26/1955,Clemson,,,,,G-T,4-Jun,266,,,,,1960,1960
Eddie Kennison,Eddie,Kennison,Lake Charles,LA,USA,1/20/1973,LSU,St. Louis Rams,1st,18th,1996,WR,1-Jun,201,,,,,1960,1960
Greg Kent,Greg,Kent,Elkhorn,WI,USA,7/18/1943,Wisconsin,Detroit Lions,7th,92nd,1965,T-DE,6-Jun,275,,,,,1960,1960
Joey Kent,Joey,Kent,Huntsville,AL,USA,4/23/1974,Tennessee,Tennessee Oilers,2nd,46th,1997,WR,1-Jun,191,,,,,1960,1960
Jordan Kent,Jordan,Kent,Dhaharan,,Saudi Arabia,7/24/1984,Oregon,Seattle Seahawks,6th,210th,2007,WR,4-Jun,219,,,,,1960,1960
Rashod Kent,Rashod,Kent,Fairmont,WV,USA,6/7/1980,Rutgers,,,,,TE,6-Jun,275,,,,,1960,1960
Bill Kenyon,Bill,Kenyon,Manchester,NH,USA,1898-12-05,Georgetown (DC),,,,,TB,9-May,180,5/6/1951,Bangor,ME,,1960,1960
Shiloh Keo,Shiloh,Keo,,,,12/17/1987,Idaho,Houston Texans,5th,144th,2011,DB,11-May,219,,,,,2011,2013
Crawford Ker,Crawford,Ker,Philadelphia,PA,USA,5/5/1962,Florida,Dallas Cowboys,3rd,76th,1985,G,3-Jun,288,,,,,1985,1991
Nick Kerasiotis,Nick,Kerasiotis,Chicago,IL,USA,7/4/1918,St. Ambrose,,,,,G,11-May,195,5/23/2002,Aurora,IL,,1985,1991
Randy Kerbow,Randy,Kerbow,Paris,TX,USA,12/19/1940,Rice,,,,,WR,1-Jun,190,,,,,1985,1991
Bob Kercher,Bob,Kercher,Evansville,IN,USA,1/14/1918,Georgetown (DC),,,,,E,2-Jun,196,1/4/2004,Russell,KS,,1985,1991
Dick Kercher,Dick,Kercher,Evansville,IN,USA,3/11/1932,Tulsa,Detroit Lions,6th,73rd,1954,HB-DB,2-Jun,205,,,,,1985,1991
Ralph Kercheval,Ralph,Kercheval,Salt Lick,KY,USA,12/1/1911,Kentucky,,,,,B,1-Jun,190,10/6/2010,Lexington,KY,,1985,1991
Gary Kerkorian,Gary,Kerkorian,Los Angeles,CA,USA,1/14/1930,Stanford,Pittsburgh Steelers,19th,222nd,1952,QB,11-May,185,5/22/2000,Fresno,CA,,1985,1991
Jeremy Kerley,Jeremy,Kerley,,,,11/8/1988,TCU,New York Jets,5th,153rd,2011,WR,10-May,189,,,,,1985,1991
Bill Kern,Bill,Kern,Kingston,PA,USA,9/2/1906,Pittsburgh,,,,,T,Jun-00,187,4/5/1985,Pittsburgh,PA,,1985,1991
Brett Kern,Brett,Kern,Grand Island,NY,USA,2/17/1986,Toledo,,,,,P,3-Jun,201,,,,,1985,1991
Chris Kern,Chris,Kern,Fairbault,MN,USA,5/16/1979,Mount Union,,,,,DB,11-May,196,,,,,1985,1991
Don Kern,Don,Kern,Los Gatos,CA,USA,8/25/1962,Arizona St.,Cincinnati Bengals,6th,150th,1984,TE,4-Jun,228,,,,,1985,1991
Rex Kern,Rex,Kern,Lancaster,OH,USA,5/28/1949,Ohio St.,Baltimore Colts,10th,260th,1971,DB,11-May,190,,,,,1985,1991
Marlon Kerner,Marlon,Kerner,Columbus,OH,USA,3/18/1973,Ohio St.,Buffalo Bills,3rd,76th,1995,DB,10-May,187,,,,,1985,1991
Patrick Kerney,Patrick,Kerney,Trenton,NJ,USA,12/30/1976,Virginia,Atlanta Falcons,1st,30th,1999,DE,5-Jun,273,,,,,1985,1991
John Kerns,John,Kerns,Ashtabula,OH,USA,6/17/1923,Ohio,Philadelphia Eagles,15th,137th,1946,T,3-Jun,245,,,,,1985,1991
Graham Kernwein,Graham,Kernwein,Claremont,IL,USA,10/23/1904,Chicago,,,,,TB-HB,11-May,175,1/25/1983,Rochester,NY,,1985,1991
Bill Kerr,Bill,Kerr,Tarrytown,NY,USA,11/10/1915,Notre Dame,Green Bay Packers,14th,129th,1940,E,Jun-00,220,4/9/1964,San Mateo,CA,,1985,1991
George Kerr,George,Kerr,Medford,MA,USA,1893-08-28,Catholic,,,,,T-G,1-Jun,211,10/14/1977,Zanesville,OH,,1985,1991
Jim Kerr,Jim,Kerr,Colver,PA,USA,7/23/1939,Penn St.,Washington Redskins,7th,87th,1961,DB,Jun-00,195,,,,,1985,1991
Mike Kerrigan,Mike,Kerrigan,Chicago,IL,USA,4/27/1960,Northwestern,,,,,QB,3-Jun,205,,,,,1985,1991
Ryan Kerrigan,Ryan,Kerrigan,,,,8/16/1988,Purdue,Washington Redskins,1st,16th,2011,DE,4-Jun,267,,,,,1985,1991
Tom Kerrigan,Tom,Kerrigan,New York,NY,USA,7/7/1906,Columbia,,,,,G,2-Jun,200,7/29/1979,Stamford,CT,,1985,1991
Merritt Kersey,Merritt,Kersey,Alexandria,VA,USA,2/22/1950,West Chester,,,,,P-RB,1-Jun,205,,,,,1985,1991
George Kershaw,George,Kershaw,Oneonta,NY,USA,3/13/1927,Colgate,,,,,E,3-Jun,220,4/20/2002,Titusville,FL,,1985,1991
William Kershaw,William,Kershaw,Pinehurst,NC,USA,12/15/1983,Maryland,,,,,LB,3-Jun,240,,,,,1985,1991
Wally Kersten,Wally,Kersten,Minneapolis,MN,USA,12/8/1959,Minnesota,Los Angeles Rams,5th,117th,1982,T,5-Jun,270,,,,,1985,1991
Bob Keseday,Bob,Keseday,Bayonne,NJ,USA,1/9/1965,Texas-El Paso,,,,,TE,4-Jun,225,,,,,1987,1987
Eric Kettani,Eric,Kettani,,,,3/26/1987,,,,,,RB,11-May,235,,,,,2012,2012
Alex Ketzko,Alex,Ketzko,,IL,USA,11/19/1919,Michigan St.,,,,,T,11-May,215,12/23/1944,France, ,,2012,2012
Ken Keuper,Ken,Keuper,Waukesha,WI,USA,11/14/1918,Georgia,,,,,B,Jun-00,207,5/23/1997,Warner Robins,GA,,1945,1948
Josh Keur,Josh,Keur,Muskegon,MI,USA,9/4/1976,Michigan St.,,,,,TE,4-Jun,280,,,,,1945,1948
David Key,David,Key,Columbus,OH,USA,3/27/1968,Michigan,New England Patriots,6th,140th,1991,DB,10-May,190,,,,,1991,1991
Wade Key,Wade,Key,San Antonio,TX,USA,10/14/1946,Texas,Philadelphia Eagles,13th,314th,1969,G-T,5-Jun,245,,,,,1991,1991
Bob Keyes,Bob,Keyes,,,,,San Diego St.,,,,,HB,10-May,183,,,,,1991,1991
Jimmy Keyes,Jimmy,Keyes,Laurel,MS,USA,6/16/1944,Mississippi,Miami Dolphins,2nd,35th,1968,LB-K,2-Jun,225,,,,,1991,1991
Leroy Keyes,Leroy,Keyes,Newport News,VA,USA,2/18/1947,Purdue,Philadelphia Eagles,1st,3rd,1969,DB-RB,3-Jun,208,,,,,1991,1991
Marcus Keyes,Marcus,Keyes,Taylorsville,MS,USA,10/20/1973,North Alabama,Chicago Bears,7th,233rd,1996,DT,3-Jun,303,,,,,1991,1991
Brady Keys,Brady,Keys,Austin,TX,USA,5/19/1936,Colorado St.,Pittsburgh Steelers,14th,162nd,1960,DB-HB,Jun-00,185,,,,,1991,1991
Howard Keys,Howard,Keys,Orlando,OK,USA,1/24/1935,Oklahoma St.,Philadelphia Eagles,12th,134th,1959,C-T,3-Jun,239,10/21/1971,Cleveland,OH,,1991,1991
Isaac Keys,Isaac,Keys,St. Louis,MO,USA,6/6/1978,Morehouse,,,,,LB,3-Jun,245,,,,,1991,1991
Tyrone Keys,Tyrone,Keys,Jackson,MS,USA,10/24/1959,Mississippi St.,New York Jets,5th,113th,1981,DE-LB,7-Jun,272,,,,,1991,1991
Jon Keyworth,Jon,Keyworth,San Diego,CA,USA,12/15/1950,Colorado,Washington Redskins,6th,144th,1974,RB,3-Jun,230,,,,,1991,1991
Bob Khayat,Bob,Khayat,Moss Point,MS,USA,4/18/1938,Mississippi,Cleveland Browns,6th,69th,1960,G-K-C,2-Jun,230,,,,,1960,1963
Ed Khayat,Ed,Khayat,Moss Point,MS,USA,9/14/1935,Millsaps,,,,,DT-DE-T,3-Jun,240,,,,,1960,1963
Bill Kibler,Bill,Kibler,Tonawanda,NY,USA,11/3/1901,Buffalo,,,,,TB,11-May,180,3/12/1983,Tonawanda,NY,,1922,1922
Walt Kichefski,Walt,Kichefski,Rhinelander,WI,USA,6/17/1916,Miami (FL),Chicago Bears,22nd,197th,1940,E,1-Jun,212,1/9/1992,South Miami,FL,,1940,1944
Billy Kidd,Billy,Kidd,Dallas,TX,USA,11/28/1959,Houston,,,,,C,4-Jun,270,,,,,1987,1987
Carl Kidd,Carl,Kidd,Pine Bluff,AR,USA,6/14/1973,Arkansas,,,,,DB,1-Jun,200,,,,,1987,1987
John Kidd,John,Kidd,Springfield,IL,USA,8/22/1961,Northwestern,Buffalo Bills,5th,128th,1984,P,3-Jun,210,,,,,1987,1987
Keith Kidd,Keith,Kidd,Crossett,AR,USA,9/10/1962,Arkansas,Minnesota Vikings,9th,235th,1984,WR,1-Jun,195,,,,,1987,1987
Blair Kiel,Blair,Kiel,Columbus,IN,USA,11/29/1961,Notre Dame,Tampa Bay Buccaneers,11th,281st,1984,QB,Jun-00,209,4/8/2012,Columbus,IN,,1984,1991
Terrence Kiel,Terrence,Kiel,Lufkin,TX,USA,11/24/1980,Texas A&M,San Diego Chargers,2nd,62nd,2003,DB,11-May,207,7/4/2008,San Diego,CA,,1984,1991
Max Kielbasa,Max,Kielbasa,,PA,USA,8/23/1921,Duquesne,Phi/Pit Eagles/Steelers,16th,147th,1943,HB,1-Jun,185,1/12/1980,Pittsburgh,PA,,1984,1991
Howard Kieley,Howard,Kieley,,,,,none,,,,,T,8-May,208,,,,,1984,1991
Walt Kiesling,Walt,Kiesling,St. Paul,MN,USA,3/27/1903,St. Thomas,,,,,G-T,3-Jun,260,3/2/1962,Pittsburgh,PA,,1984,1991
Jeff Kiewel,Jeff,Kiewel,Tucson,AZ,USA,9/27/1960,Arizona,,,,,G,4-Jun,270,,,,,1984,1991
Danny Kight,Danny,Kight,Atlanta,GA,USA,8/18/1971,Augusta State (GA),,,,,K,1-Jun,214,,,,,1999,2001
Kelvin Kight,Kelvin,Kight,Atlanta,GA,USA,7/2/1982,Florida,,,,,WR,Jun-00,209,,,,,1999,2001
George Kiick,George,Kiick,Hanover,PA,USA,9/5/1917,Bucknell,Pittsburgh Steelers,3rd,18th,1940,FB,Jun-00,200,3/21/2002,Pompton Plains,NJ,,1940,1945
Jim Kiick,Jim,Kiick,Lincoln Park,NJ,USA,8/9/1946,Wyoming,Miami Dolphins,5th,118th,1968,RB,11-May,214,,,,,1940,1945
Warren Kilbourne,Warren,Kilbourne,St. Paul,MN,USA,6/20/1916,Minnesota,,,,,T,3-Jun,240,5/16/1967,Ramsey County,MN,,1939,1939
Bob Kilcullen,Bob,Kilcullen,St. Louis,MI,USA,5/13/1936,Texas Tech,Chicago Bears,8th,96th,1957,DT-DE-T,3-Jun,245,,,,,1939,1939
Roger Kiley,Roger,Kiley,Chicago,IL,USA,10/23/1900,Notre Dame,,,,,E,Jun-00,180,9/9/1974,River Forest,IL,,1939,1939
Daniel Kilgore,Daniel,Kilgore,,,,12/18/1987,Appalachian St.,San Francisco 49ers,5th,163rd,2011,OL,3-Jun,308,,,,,1939,1939
Jon Kilgore,Jon,Kilgore,Fort Jackson,SC,USA,12/3/1943,Auburn,,,,,P,1-Jun,205,,,,,1939,1939
Terry Killens,Terry,Killens,Cincinnati,OH,USA,3/24/1974,Penn St.,Houston Oilers,3rd,74th,1996,LB,1-Jun,235,,,,,1939,1939
Charlie Killett,Charlie,Killett,Helena,AR,USA,11/8/1940,Mississippi,New York Giants,16th,222nd,1963,HB,1-Jun,205,,,,,1939,1939
Gene Killian,Gene,Killian,Tampa,FL,USA,9/22/1952,Tennessee,Dallas Cowboys,16th,413th,1974,G,4-Jun,250,,,,,1939,1939
Lyons Killiher,Lyons,Killiher,,,,,none,,,,,G,,,,,,,1939,1939
Glenn Killinger,Glenn,Killinger,Harrisburg,PA,USA,1898-09-13,Penn St.,,,,,TB,9-May,167,7/25/1988,Newark,DE,,1939,1939
Cedric Killings,Cedric,Killings,Miami,FL,USA,12/14/1977,Carson-Newman,,,,,DT,2-Jun,290,,,,,1939,1939
Pat Killorin,Pat,Killorin,Watertown,NY,USA,6/11/1944,Syracuse,Pittsburgh Steelers,3rd,35th,1966,C,2-Jun,220,,,,,1939,1939
Billy Kilmer,Billy,Kilmer,Topeka,KS,USA,9/5/1939,UCLA,San Francisco 49ers,1st,11th,1961,QB-HB,Jun-00,204,,,,,1939,1939
Ethan Kilmer,Ethan,Kilmer,Towanda,PA,USA,1/31/1983,Shippensburg,Cincinnati Bengals,7th,209th,2006,WR,Jun-00,205,,,,,1939,1939
Bucko Kilroy,Bucko,Kilroy,Philadelphia,PA,USA,5/30/1921,Notre Dame,,,,,G-MG-T-DT,2-Jun,243,7/10/2007,Norwood,MA,,1939,1939
David Kilson,David,Kilson,San Francisco,CA,USA,8/11/1960,Nevada-Reno,,,,,DB,1-Jun,200,,,,,1939,1939
Bobby Kimball,Bobby,Kimball,Camarillo,CA,USA,3/12/1957,Oklahoma,,,,,WR,1-Jun,190,,,,,1979,1980
Bruce Kimball,Bruce,Kimball,Beverly,MA,USA,8/19/1959,Massachusetts,Pittsburgh Steelers,7th,192nd,1979,G,2-Jun,260,,,,,1979,1980
Bill Kimber,Bill,Kimber,Winter Park,FL,USA,1/31/1936,Florida St.,,,,,DE,2-Jun,192,,,,,1979,1980
Frank Kimble,Frank,Kimble,Williamson,WV,USA,11/9/1917,West Virginia,,,,,E,5-Jun,205,2/12/2001,Williamson,WV,,1979,1980
Garry Kimble,Garry,Kimble,Lake Charles,LA,USA,4/5/1963,Sam Houston St.,Washington Redskins,11th,304th,1985,DB,11-May,184,,,,,1979,1980
Elbert Kimbrough,Elbert,Kimbrough,Galesburg,IL,USA,3/24/1938,Northwestern,Los Angeles Rams,2nd,18th,1961,DB,11-May,196,,,,,1979,1980
Jeremy Kimbrough,Jeremy,Kimbrough,,,,5/22/1991,Appalachian State,,,,,LB,11-May,240,,,,,1979,1980
John Kimbrough,John,Kimbrough,Haskell,TX,USA,6/14/1918,Texas A&M,Chicago Cardinals,1st,2nd,1941,FB,2-Jun,210,5/9/2006,Haskell,TX,,1979,1980
John Kimbrough,John,Kimbrough,Mount Vernon,AL,USA,8/12/1954,St. Cloud St.,Buffalo Bills,3rd,73rd,1977,WR,10-May,165,,,,,1979,1980
Tony Kimbrough,Tony,Kimbrough,Weir,MS,USA,9/17/1970,Jackson St.,Denver Broncos,7th,182nd,1993,WR,2-Jun,192,,,,,1979,1980
J.D. Kimmel,J.D.,Kimmel,Omaha,TX,USA,9/30/1929,Army,San Francisco 49ers,11th,129th,1952,DT,4-Jun,248,11/24/2008,Houston,TX,,1979,1980
Jamie Kimmel,Jamie,Kimmel,Johnson City,NY,USA,3/28/1962,Syracuse,Los Angeles Raiders,4th,107th,1985,LB,3-Jun,235,,,,,1979,1980
Jerry Kimmel,Jerry,Kimmel,Johnson City,NY,USA,7/18/1963,Syracuse,New York Giants,10th,268th,1986,LB,2-Jun,240,,,,,1979,1980
Jon Kimmel,Jon,Kimmel,Binghamton,NY,USA,7/21/1960,Colgate,,,,,LB,4-Jun,240,,,,,1979,1980
Ola Kimrin,Ola,Kimrin,Malmo,,Sweden,2/29/1972,Texas-El Paso,,,,,K,3-Jun,230,,,,,1979,1980
Billy Kinard,Billy,Kinard,Jackson,MS,USA,12/16/1933,Mississippi,Cleveland Browns,2nd,25th,1956,DB-HB,Jun-00,189,,,,,1956,1960
Bruiser Kinard,Bruiser,Kinard,Pelahatchie,MS,USA,10/23/1914,Mississippi,Brooklyn Dodgers,3rd,18th,1938,T,1-Jun,216,9/7/1985,Jackson,MS,,1956,1960
George Kinard,George,Kinard,Crystal Springs,MS,USA,10/9/1916,Mississippi,Brooklyn Dodgers,13th,118th,1941,G,1-Jun,202,3/23/2000,Rankin County,MS,,1956,1960
Terry Kinard,Terry,Kinard,Bitburg,,Germany,11/24/1959,Clemson,New York Giants,1st,10th,1983,DB,1-Jun,199,,,,,1956,1960
Keylon Kincade,Keylon,Kincade,Troup,TX,USA,8/20/1982,SMU,,,,,RB,11-May,208,,,,,1956,1960
Jim Kincaid,Jim,Kincaid,Ansted,WV,USA,8/11/1930,South Carolina,Los Angeles Rams,3rd,29th,1954,DB,11-May,180,,,,,1956,1960
Brian Kinchen,Brian,Kinchen,Baton Rouge,LA,USA,8/6/1965,LSU,Miami Dolphins,12th,320th,1988,TE,2-Jun,240,,,,,1956,1960
Todd Kinchen,Todd,Kinchen,Baton Rouge,LA,USA,1/7/1969,LSU,Los Angeles Rams,3rd,60th,1992,WR,11-May,187,,,,,1956,1960
Randy Kinder,Randy,Kinder,Washington,DC,USA,4/4/1975,Notre Dame,,,,,RB,1-Jun,213,,,,,1956,1960
Hobby Kinderdine,Hobby,Kinderdine,Miamisburg,OH,USA,1894-08-13,none,,,,,C,11-May,181,6/22/1967,Kettering,OH,,1956,1960
Shine Kinderdine,Shine,Kinderdine,,,,,none,,,,,G,Jun-00,195,2/17/1947,Dayton,OH,,1956,1960
Walt Kinderdine,Walt,Kinderdine,Miamisburg,OH,USA,1899-08-05,none,,,,,B,,,7/25/1964, ,OH,,1956,1960
Keith Kinderman,Keith,Kinderman,Chicago,IL,USA,4/16/1940,Iowa,San Diego Chargers,3rd,18th,1963,FB-DB,Jun-00,221,,,,,1956,1960
Howard Kindig,Howard,Kindig,Mexico,MO,USA,6/22/1941,Los Angeles St.,San Diego Chargers,14th,112th,1964,DE-T,6-Jun,265,,,,,1956,1960
Greg Kindle,Greg,Kindle,Houston,TX,USA,9/16/1950,Tennessee St.,St. Louis Cardinals,2nd,33rd,1974,G-T,4-Jun,265,,,,,1956,1960
Sergio Kindle,Sergio,Kindle,,,,9/20/1987,Texas,Baltimore Ravens,2nd,43rd,2010,LB,3-Jun,250,,,,,1956,1960
Bill Kindricks,Bill,Kindricks,Tuskegee,AL,USA,7/24/1946,Alabama A&M,Cincinnati Bengals,6th,143rd,1968,DT,3-Jun,268,,,,,1956,1960
Don Kindt,Don,Kindt,Milwaukee,WI,USA,7/2/1925,Wisconsin,Chicago Bears,1st,11th,1947,DB-FB-HB,1-Jun,207,5/5/2000,Brookfield,WI,,1956,1960
Don Kindt,Don,Kindt,Milwaukee,WI,USA,5/9/1961,Wisc-LaCrosse,,,,,TE,6-Jun,242,,,,,1956,1960
George Kinek,George,Kinek,Palmerton,PA,USA,1/13/1929,Tulane,Los Angeles Rams,4th,48th,1951,E,2-Jun,190,1/21/1995,Salisbury Township,PA,,1956,1960
Michael Kinek,Michael,Kinek,Akron,OH,USA,8/11/1917,Michigan St.,,,,,E,1-Jun,200,,,,,1956,1960
Steve Kiner,Steve,Kiner,Sandstone,MN,USA,6/12/1947,Tennessee,Dallas Cowboys,3rd,73rd,1970,LB,1-Jun,220,,,,,1956,1960
 King,,King,,,,,none,,,,,TB,,,,,,,1956,1960
Andre King,Andre,King,Kingston,,Jamaica,11/26/1973,Miami (FL),Cleveland Browns,7th,245th,2001,WR,11-May,195,,,,,1956,1960
Andy King,Andy,King,Lincoln,IL,USA,11/9/1978,Illinois St.,,,,,G,4-Jun,310,,,,,1956,1960
Angelo King,Angelo,King,Columbia,SC,USA,2/10/1958,South Carolina St.,,,,,LB,1-Jun,224,,,,,1956,1960
Austin King,Austin,King,Cincinnati,OH,USA,4/11/1981,Northwestern,Tampa Bay Buccaneers,4th,133rd,2003,C,5-Jun,303,,,,,1956,1960
Brandon King,Brandon,King,Warner Robins,GA,USA,1/28/1987,Purdue,,,,,DB,10-May,194,,,,,1956,1960
Bruce King,Bruce,King,Clarksville,IN,USA,1/7/1963,Purdue,Kansas City Chiefs,5th,126th,1985,RB,1-Jun,219,,,,,1956,1960
Caleb King,Caleb,King,,,,1/10/1988,,,,,,RB,11-May,217,,,,,1956,1960
Carlos King,Carlos,King,Garden Grove,CA,USA,11/25/1973,North Carolina St.,Pittsburgh Steelers,4th,123rd,1998,RB,Jun-00,230,,,,,1956,1960
Charlie King,Charlie,King,Canton,OH,USA,1/7/1943,Purdue,Baltimore Colts,18th,252nd,1965,DB,Jun-00,184,,,,,1956,1960
Claude King,Claude,King,,,,12/3/1938,Houston,Chicago Bears,18th,212th,1960,HB,11-May,185,,,,,1956,1960
David King,David,King,Mobile,AL,USA,5/19/1963,Auburn,San Diego Chargers,10th,264th,1985,DB,8-May,176,,,,,1956,1960
David King,David,King,,,,12/27/1989,Oklahoma,Philadelphia Eagles,7th,239th,2013,DE,,,,,,,1956,1960
Dick King,Dick,King,Boston,MA,USA,1895-02-09,Harvard,,,,,FB-WB-TB-HB,8-May,175,10/16/1930,Bogota,Colombia,,1956,1960
Don King,Don,King,McBee,SC,USA,3/11/1929,Kentucky,,,,,DE-DT,3-Jun,260,,,,,1956,1960
Don King,Don,King,Dallas,TX,USA,2/10/1964,SMU,,,,,DB,Jun-00,200,,,,,1956,1960
Ed King,Ed,King,Chelsea,MA,USA,5/11/1925,Boston Col.,,,,,G-DE-DG,Jun-00,217,9/18/2006,Burlington,MA,,1956,1960
Ed King,Ed,King,Fort Benning,GA,USA,12/3/1969,Auburn,Cleveland Browns,2nd,29th,1991,G-T,4-Jun,300,,,,,1956,1960
Emanuel King,Emanuel,King,Leroy,AL,USA,8/15/1963,Alabama,Cincinnati Bengals,1st,25th,1985,LB,4-Jun,250,,,,,1956,1960
Emmett King,Emmett,King,Hallettsville,TX,USA,5/8/1933,none,,,,,FB-HB,9-May,195,4/28/1998,Glencoe,IL,,1956,1960
